,Date,US,India,France,Brazil,Germany,United Kingdom,Italy,"Korea, South",Russia,Turkey,Japan,Spain,Vietnam,Australia,Argentina,Netherlands,Iran,Mexico,Colombia,Indonesia,Poland,Portugal,Ukraine,Austria,Taiwan*,Malaysia,Thailand,Israel,Greece,Belgium,Chile,Canada,Czechia,South Africa,Switzerland,Peru,Philippines,Denmark,Romania,Slovakia,Sweden,Iraq,China,Serbia,Bangladesh,Hungary,Singapore,Jordan,Georgia,New Zealand,Ireland,Pakistan,Kazakhstan,Norway,Morocco,Bulgaria,Finland,Croatia,Lithuania,Lebanon,Tunisia,Cuba,Slovenia,Bolivia,Guatemala,Costa Rica,United Arab Emirates,Belarus,Nepal,Ecuador,Uruguay,Mongolia,Panama,Latvia,Saudi Arabia,Azerbaijan,Paraguay,West Bank and Gaza,Sri Lanka,Bahrain,Kuwait,Dominican Republic,Burma,Estonia,Cyprus,Moldova,Venezuela,Egypt,Libya,Ethiopia,Honduras,Armenia,Qatar,Oman,Bosnia and Herzegovina,Kenya,North Macedonia,Zambia,Botswana,Albania,Luxembourg,Algeria,Montenegro,Kosovo,Nigeria,Zimbabwe,Mauritius,Uzbekistan,Mozambique,Brunei,Laos,Kyrgyzstan,Iceland,El Salvador,Afghanistan,Maldives,Trinidad and Tobago,Uganda,Namibia,Ghana,Jamaica,Cambodia,Rwanda,Cameroon,Malta,Angola,Barbados,Congo (Kinshasa),Senegal,Malawi,Cote d'Ivoire,Suriname,Eswatini,Guyana,Fiji,Belize,Madagascar,Sudan,Mauritania,Cabo Verde,Bhutan,Syria,Gabon,Burundi,Andorra,Seychelles,Papua New Guinea,Togo,Tanzania,Guinea,Bahamas,Lesotho,Haiti,Mali,Saint Lucia,Benin,Somalia,Congo (Brazzaville),Timor-Leste,Solomon Islands,Burkina Faso,San Marino,Liechtenstein,Grenada,Tajikistan,South Sudan,Equatorial Guinea,Djibouti,Samoa,Nicaragua,Dominica,Central African Republic,Monaco,Tonga,Gambia,Yemen,Vanuatu,Eritrea,Saint Vincent and the Grenadines,Niger,Antigua and Barbuda,Guinea-Bissau,Comoros,Sierra Leone,Liberia,Chad,Micronesia,Saint Kitts and Nevis,Sao Tome and Principe,Palau,Kiribati,Summer Olympics 2020,Diamond Princess,Winter Olympics 2022,Marshall Islands,Holy See,Antarctica,MS Zaandam,"Korea, North"
58,2021-01-31,446265,154392,76200,224648,56945,106367,88516,1425,72029,25993,5753,58319,35,909,47974,14108,57959,158536,53983,29998,37180,12482,23860,9393,8,760,77,4796,5796,21092,18452,20033,16308,44164,9523,103810,10749,2126,18335,4642,11591,13047,4817,4020,8127,12524,29,4316,3178,27,3307,11683,3126,564,8275,9045,703,5027,2822,3082,6754,214,3503,10379,5643,2604,850,1718,2029,14859,436,2,5270,1195,6375,3132,2719,1833,316,375,959,2666,3131,419,198,3438,1189,9316,1877,2093,3610,3080,248,1529,4679,1763,2855,763,134,1380,577,2891,805,1498,1586,1217,10,621,367,3,0,1412,29,1623,2400,52,134,324,352,416,350,0,196,462,267,466,14,671,628,702,154,154,565,176,2,301,281,1807,422,134,1,921,68,2,101,3,9,77,21,82,176,172,245,330,13,52,130,117,0,0,120,67,53,1,91,64,86,63,0,169,0,63,13,0,128,615,0,7,2,159,7,45,93,79,84,118,0,0,17,0,0,0,13,0,0,0,0,2,0
257,2021-02-01,448037,154486,76656,225271,57120,106774,88845,1435,72456,26117,5833,59081,35,909,48249,14135,58038,159100,54272,30277,37222,12757,23931,9438,8,770,78,4816,5829,21124,18537,20137,16392,44399,9558,104271,10807,2146,18402,4711,11591,13057,4818,4038,8137,12578,29,4326,3194,27,3317,11746,3126,567,8287,9142,703,5054,2844,3145,6802,216,3522,10439,5673,2634,859,1728,2029,14890,444,2,5296,1202,6379,3136,2734,1840,323,376,959,2688,3138,422,200,3446,1196,9360,1883,2103,3610,3084,249,1532,4724,1766,2866,780,148,1393,584,2894,811,1498,1607,1234,10,621,386,3,0,1412,29,1632,2404,52,134,325,353,416,352,0,198,462,269,466,14,673,638,712,156,156,574,177,2,302,281,1812,422,134,1,926,68,2,101,4,9,79,21,83,176,172,245,330,15,52,130,117,0,0,121,67,53,1,91,64,86,63,0,169,0,63,14,0,131,615,0,7,2,161,7,45,98,79,84,121,0,0,17,0,0,0,13,0,0,0,0,2,0
290,2021-02-02,451567,154596,77382,226532,57981,108224,89344,1441,72982,26237,5952,59805,35,909,48426,14218,58110,159533,54576,30581,37476,13017,24100,9496,8,791,79,4887,5851,21173,18559,20214,16545,44946,9584,104882,10874,2161,18513,4784,11815,13068,4819,4056,8149,12656,29,4334,3208,27,3418,11802,3126,568,8309,9178,709,5071,2864,3226,6893,218,3541,10513,5709,2641,866,1737,2030,14915,453,2,5339,1219,6383,3141,2751,1849,330,376,960,2704,3138,424,203,3462,1202,9407,1896,2116,3614,3089,249,1532,4737,1766,2873,794,148,1398,586,2898,818,1498,1613,1254,10,621,403,3,0,1414,29,1638,2405,52,134,325,355,424,353,0,205,474,270,468,14,675,641,726,158,156,583,177,2,303,281,1829,423,134,1,929,68,2,102,4,9,79,21,83,176,172,245,333,16,52,130,117,0,0,126,67,53,1,91,64,86,63,0,169,0,63,17,0,131,615,0,7,2,162,7,45,100,79,84,121,0,0,17,0,0,0,13,0,0,0,0,2,0
321,2021-02-03,455438,154703,77740,227731,58956,109546,89820,1448,73497,26354,6072,60370,35,909,48539,14281,58189,161240,54877,30770,37897,13257,24276,9547,8,809,79,4948,5878,21216,18576,20356,16683,45344,9605,105627,10942,2171,18600,4889,11939,13079,4821,4071,8162,12739,29,4344,3221,27,3512,11833,3126,574,8323,9218,711,5088,2883,3315,6980,220,3564,10571,5736,2650,878,1746,2031,14949,464,2,5366,1250,6386,3145,2766,1857,332,376,961,2719,3160,433,203,3480,1209,9460,1914,2122,3662,3096,249,1532,4745,1769,2893,804,148,1404,587,2900,825,1509,1618,1269,10,621,415,3,0,1418,29,1646,2406,53,135,327,359,433,355,0,208,474,273,470,14,675,648,761,158,156,585,177,2,306,281,1830,424,135,1,933,70,2,103,5,9,79,21,83,176,178,245,333,16,54,132,117,0,0,127,68,53,1,91,64,86,63,0,170,0,63,18,0,132,615,0,7,2,163,7,45,104,79,84,121,0,0,17,0,0,0,13,0,0,0,0,2,0
324,2021-02-04,459331,154823,77740,229007,59742,110462,90241,1459,74005,26467,6176,60802,35,909,48700,14346,58256,161240,55131,31001,38344,13482,24429,9606,9,826,79,5001,5903,21260,18731,20514,16826,45605,9635,106008,10997,2185,18675,4976,12028,13091,4822,4085,8175,12832,29,4354,3240,27,3586,11886,3126,582,8351,9272,714,5106,2898,3397,7048,225,3580,10633,5785,2662,888,1755,2033,14968,476,2,5391,1281,6389,3148,2779,1865,339,377,962,2747,3163,443,204,3497,1216,9512,1919,2126,3669,3107,249,1532,4745,1773,2900,812,163,1418,588,2904,826,1514,1632,1288,10,621,427,3,0,1420,29,1653,2407,54,135,327,364,440,355,0,210,474,273,473,15,678,659,779,158,158,591,177,2,306,281,1831,425,135,1,938,70,2,103,5,9,79,21,84,176,178,245,333,18,54,132,122,0,0,132,68,53,1,91,66,86,63,0,170,0,63,18,0,132,615,0,7,3,164,7,46,105,79,84,121,0,0,17,0,0,0,13,0,0,0,0,2,0
327,2021-02-05,463009,154918,78748,230258,60597,111477,90618,1464,74520,26577,6282,61386,35,909,48985,14407,58336,164290,55403,31202,38712,13740,24599,9642,9,845,79,5020,5922,21295,18808,20610,16976,45902,9658,106848,11058,2202,18748,5050,12115,13103,4822,4099,8182,12930,29,4362,3258,27,3621,11914,3126,582,8368,9302,715,5122,2922,3495,7099,229,3595,10687,5816,2672,902,1764,2035,14982,478,2,5426,1309,6393,3153,2791,1867,343,377,964,2773,3168,447,209,3515,1223,9560,1936,2136,3694,3109,250,1532,4775,1776,2908,828,163,1433,590,2909,831,1519,1641,1303,10,621,436,3,0,1420,29,1662,2407,54,135,327,370,449,357,0,213,474,277,474,17,678,666,779,160,158,600,179,2,306,281,1831,425,135,1,943,71,3,104,5,9,79,21,84,176,180,245,336,18,55,132,122,0,0,132,68,53,1,91,66,86,63,0,170,0,63,19,0,132,615,0,7,3,165,7,46,105,79,84,124,0,0,18,0,0,0,13,0,0,0,0,2,0
330,2021-02-06,465745,154996,78939,231195,61286,112305,91003,1471,75010,26685,6376,61386,35,909,49110,14468,58412,165786,55693,31393,38994,13954,24735,9680,9,857,79,5071,5951,21352,18895,20703,17129,46180,9688,107279,11110,2216,18809,5135,12115,13111,4822,4112,8190,13026,29,4369,3269,27,3674,11967,3126,582,8381,9311,717,5144,2939,3562,7162,233,3612,10753,5854,2672,914,1773,2035,15004,481,2,5455,1327,6397,3156,2807,1870,351,379,964,2801,3168,456,211,3530,1228,9604,1936,2145,3710,3114,250,1532,4775,1776,2916,839,163,1446,590,2909,836,1519,1647,1316,10,621,451,3,0,1423,29,1673,2408,54,135,327,371,449,357,0,217,474,279,475,18,679,675,837,162,160,604,180,2,306,281,1831,425,135,1,947,71,3,105,5,9,79,21,84,176,183,245,338,18,55,134,122,0,0,134,69,53,1,91,66,86,63,0,170,0,63,19,0,134,615,0,7,3,165,7,46,108,79,84,125,0,0,18,0,0,0,13,0,0,0,0,2,0
333,2021-02-07,467213,155080,79110,231684,61517,112681,91273,1474,75430,26797,6428,61386,35,909,49171,14516,58469,166200,55993,31556,39087,14158,24828,9716,9,872,79,5121,5972,21389,18974,20768,17235,46290,9716,107862,11179,2217,18881,5199,12115,13120,4822,4126,8205,13090,29,4379,3283,28,3686,12026,3185,582,8394,9331,717,5169,2955,3616,7214,238,3623,10796,5884,2672,921,1783,2038,15012,490,2,5480,1339,6402,3158,2826,1881,356,380,966,2831,3168,461,212,3543,1233,9651,1953,2148,3721,3117,250,1534,4775,1779,2924,853,163,1460,590,2914,838,1519,1667,1326,10,621,460,3,0,1426,29,1681,2410,55,135,327,375,457,358,0,220,474,282,475,18,681,682,856,162,161,604,180,2,306,285,1835,426,135,1,952,71,3,106,6,9,80,21,84,176,183,246,338,18,55,134,122,0,0,134,69,53,1,91,66,86,63,0,170,0,63,19,0,134,615,0,7,4,165,7,46,108,79,84,125,0,0,18,0,0,0,13,0,0,0,0,2,0
336,2021-02-08,468656,155158,79570,232405,61675,113014,91580,1482,75828,26900,6511,62295,35,909,49398,14543,58536,166731,56290,31763,39132,14354,24884,9755,9,896,80,5171,5997,21423,19056,20836,17333,46473,9629,108517,11231,2217,18961,5271,12115,13126,4822,4139,8221,13155,29,4385,3298,28,3687,12066,3185,582,8408,9420,719,5198,2972,3677,7257,240,3635,10864,5922,2692,930,1792,2045,15013,497,2,5506,1347,6406,3161,2846,1888,365,383,969,2843,3177,466,213,3557,1240,9699,1974,2156,3742,3123,251,1535,4813,1786,2946,869,179,1472,597,2918,842,1526,1673,1339,10,621,465,3,0,1431,29,1692,2413,55,135,327,375,472,358,0,223,474,282,475,18,681,689,874,165,162,607,181,2,307,285,1835,427,136,1,958,71,3,106,7,9,80,21,84,176,183,246,339,19,55,134,122,0,0,134,69,54,1,91,66,87,63,0,170,0,63,19,0,135,615,0,7,4,166,7,46,112,79,84,125,0,0,18,0,0,0,13,0,0,0,0,2,0
339,2021-02-09,471694,155252,80294,233720,62156,114066,92002,1486,76347,26998,6605,63061,35,909,49566,14629,58625,168432,56507,31976,39360,14557,25022,9795,9,909,80,5216,6017,21472,19084,20910,17497,46869,9760,109341,11296,2245,19056,5382,12188,13134,4823,4154,8229,13249,29,4395,3306,28,3752,12128,3185,583,8424,9482,724,5224,2988,3737,7332,244,3654,10929,5955,2698,947,1801,2047,15086,506,2,5531,1363,6410,3163,2862,1897,370,387,975,2864,3180,474,215,3573,1247,9751,1982,2158,3789,3126,253,1536,4834,1789,2955,881,179,1488,600,2924,852,1526,1694,1353,10,621,480,3,0,1433,29,1701,2414,56,136,327,377,482,359,0,226,474,284,478,20,684,700,883,165,163,610,181,2,310,285,1835,427,137,1,961,71,3,106,7,9,80,21,84,176,207,246,339,19,55,134,122,0,0,134,69,54,1,91,69,87,63,0,170,0,63,19,0,135,615,0,7,4,167,8,46,118,79,84,125,0,0,18,0,0,0,13,0,0,0,0,2,0
260,2021-02-10,475073,155360,80590,235081,62969,115068,92338,1496,76873,27093,6726,63704,35,909,49674,14710,58686,169760,56733,32167,39721,14718,25195,9832,9,923,80,5257,6034,21512,19105,21005,17642,47145,9785,109865,11401,2256,19135,5502,12326,13140,4824,4168,8239,13347,29,4411,3311,28,3794,12185,3185,592,8436,9527,724,5238,3003,3803,7378,249,3667,10996,5989,2701,956,1811,2047,15116,516,2,5550,1395,6415,3167,2876,1909,375,391,980,2883,3181,477,215,3589,1253,9804,1989,2167,3806,3130,253,1537,4853,1791,2959,901,179,1503,602,2926,861,1532,1702,1364,10,621,486,3,0,1436,29,1709,2418,56,136,328,378,482,362,0,229,474,286,487,20,686,712,900,169,164,616,182,2,313,285,1849,427,138,1,965,71,3,106,7,9,80,21,84,176,210,246,339,19,56,139,122,0,0,134,71,54,1,91,71,87,63,0,171,0,63,19,0,135,616,0,7,6,167,9,46,120,79,84,126,0,0,18,0,0,0,13,0,0,0,0,2,0
263,2021-02-11,478241,155447,80950,236523,63635,115748,92729,1507,77415,27187,6804,64217,35,909,49874,14782,58751,171234,56983,32381,40177,14885,25330,9872,9,924,80,5283,6056,21551,19262,21089,17772,47382,9799,110526,11469,2270,19200,5629,12370,13144,4827,4183,8248,13444,29,4421,3321,28,3846,12218,3185,592,8440,9561,729,5263,3026,3866,7429,253,3677,11044,6023,2710,974,1820,2052,15174,524,2,5572,1416,6420,3170,2891,1910,379,393,985,2904,3184,480,218,3607,1260,9857,2009,2171,3838,3135,254,1539,4868,1794,2966,914,202,1517,604,2930,869,1532,1710,1364,10,622,501,3,0,1437,29,1719,2419,56,136,328,382,494,363,0,231,474,286,487,20,686,724,914,171,166,619,184,2,313,285,1849,427,138,1,968,71,3,106,7,9,80,21,84,178,212,246,340,22,56,144,122,0,0,134,71,54,1,91,71,87,63,0,171,0,63,19,0,135,616,0,7,6,167,9,46,122,79,84,126,0,0,19,0,0,0,13,0,0,0,0,2,0
266,2021-02-12,481086,155550,81595,237743,64191,116507,93045,1514,77911,27284,6867,64747,35,909,50029,14847,58809,172557,57196,32656,40424,15034,25457,9915,9,942,80,5304,6077,21599,19345,21163,17902,47670,9815,111209,11495,2281,19277,5733,12428,13157,4828,4199,8253,13543,29,4433,3336,28,3865,12276,3185,592,8450,9594,731,5282,3047,3915,7461,257,3692,11107,6057,2714,986,1830,2054,15220,527,2,5595,1431,6424,3173,2904,1918,384,395,992,2917,3188,486,219,3626,1267,9899,2014,2177,3848,3138,254,1539,4881,1794,2971,931,202,1531,606,2932,880,1540,1734,1393,10,622,514,3,0,1439,29,1727,2424,57,137,328,384,505,368,0,236,479,288,490,21,691,735,926,173,166,630,186,2,313,285,1849,427,139,1,971,73,3,106,7,9,80,21,84,178,225,246,340,23,56,146,123,0,0,137,72,54,1,91,72,87,63,0,171,0,63,21,0,135,616,0,7,6,169,9,46,125,79,84,128,0,0,19,0,0,0,13,0,0,0,0,2,0
269,2021-02-13,483358,155642,81794,238768,64742,117128,93356,1522,78403,27377,6932,64747,35,909,50188,14913,58883,173771,57425,32936,40709,15183,25578,9952,9,948,80,5351,6103,21634,19443,21229,18058,47821,9835,111945,11507,2285,19325,5812,12428,13164,4829,4214,8266,13636,29,4444,3343,28,3931,12307,3185,592,8460,9608,733,5299,3064,3961,7508,261,3705,11155,6094,2714,1001,1840,2054,15269,533,2,5621,1443,6429,3178,2920,1930,390,398,998,2932,3188,491,220,3640,1273,9935,2014,2181,3857,3140,255,1539,4881,1795,2976,940,202,1543,606,2935,882,1540,1747,1398,10,622,525,3,0,1441,29,1734,2427,58,138,328,386,533,372,0,236,479,290,491,23,693,741,937,173,166,630,186,2,313,285,1849,428,139,1,975,73,3,107,7,9,80,21,84,178,225,246,342,23,56,148,123,0,0,138,72,55,1,91,74,87,63,0,171,0,63,21,0,135,616,0,7,6,169,9,46,128,79,84,128,0,0,19,0,0,0,13,0,0,0,0,2,0
272,2021-02-14,484516,155732,81961,239421,64960,117388,93577,1527,78825,27471,6970,64747,35,909,50236,14936,58945,174207,57605,33183,40807,15321,25631,9986,9,956,80,5388,6126,21662,19541,21294,18143,47899,9853,112623,11515,2293,19366,5885,12428,13179,4829,4230,8274,13706,29,4455,3352,28,3948,12333,3246,592,8477,9624,737,5318,3080,3993,7544,266,3717,11202,6124,2714,1014,1849,2054,15321,535,2,5636,1451,6433,3180,2936,1933,397,403,1003,2944,3189,495,221,3651,1279,9994,2018,2194,3866,3141,255,1542,4881,1795,2989,951,202,1555,606,2939,890,1540,1752,1400,10,622,535,3,0,1442,29,1742,2427,58,138,328,388,533,374,0,239,479,293,492,23,693,748,952,174,166,630,186,2,313,292,1849,430,139,1,978,73,3,107,8,9,81,21,85,178,230,247,342,23,56,152,123,0,0,138,72,55,1,91,74,87,63,0,171,0,63,21,0,138,617,0,7,6,169,9,46,129,79,84,129,0,0,19,0,0,0,13,0,0,0,0,2,0
275,2021-02-15,485457,155813,82373,240032,65076,117621,93835,1534,79210,27562,7043,65449,35,909,50327,14963,59028,174657,57786,33367,40832,15411,25702,10021,9,967,82,5414,6152,21702,19624,21325,18250,48094,9872,113310,11517,2302,19445,5952,12428,13185,4829,4245,8285,13752,29,4473,3363,28,3948,12333,3246,593,8491,9671,741,5339,3092,4037,7575,269,3728,11234,6150,2730,1027,1858,2055,15355,541,2,5642,1468,6438,3183,2953,1936,403,406,1009,2959,3190,501,222,3661,1285,10050,2042,2209,3893,3147,255,1543,4916,1795,2998,959,226,1567,611,2943,899,1545,1761,1410,10,622,547,3,0,1442,29,1750,2427,58,138,328,389,542,378,0,239,479,295,493,24,693,754,958,175,167,634,186,2,313,292,1858,430,139,1,981,75,3,107,8,9,81,21,85,178,243,247,342,23,62,154,123,0,0,138,72,55,1,91,77,87,63,0,171,0,63,21,0,138,617,0,7,6,169,9,46,132,79,84,131,0,0,19,0,0,0,13,0,0,0,0,2,0
278,2021-02-16,487090,155913,82960,241124,65604,118420,94171,1538,79659,27652,7144,65979,35,909,50432,15050,59117,175986,57949,33596,41028,15522,25862,10052,9,976,82,5441,6181,21750,19644,21398,18430,48313,9881,113991,11524,2309,19526,6063,12487,13192,4830,4261,8298,13837,29,4491,3377,28,3980,12436,3246,593,8504,9703,742,5357,3105,4092,7617,274,3733,11274,6158,2737,1041,1867,2055,15392,546,2,5655,1486,6441,3185,2971,1942,409,410,1014,2975,3192,508,223,3678,1292,10101,2051,2223,3913,3150,256,1544,4935,1797,3003,974,226,1582,612,2945,910,1548,1777,1414,10,622,551,3,0,1444,29,1758,2428,58,138,331,392,555,378,0,240,479,297,494,25,695,760,968,179,167,634,188,2,313,292,1863,431,140,1,984,75,3,107,9,10,81,21,85,179,254,247,342,23,62,163,123,0,0,138,72,55,1,91,79,87,63,0,171,0,63,21,0,138,618,0,7,6,169,9,46,133,79,84,131,0,0,19,0,0,0,13,0,0,0,0,2,0
281,2021-02-17,489499,156014,83270,242313,66164,119159,94540,1544,80118,27738,7223,66316,35,909,50616,15138,59184,177061,58134,33788,41308,15649,26017,10086,9,999,82,5473,6194,21793,19659,21436,18596,48478,9903,114721,11577,2317,19588,6168,12569,13204,4831,4277,8314,13931,29,4503,3390,28,4036,12488,3246,607,8517,9744,747,5375,3125,4152,7651,277,3745,11303,6164,2745,1055,1876,2055,15394,553,2,5672,1508,6445,3187,2991,1948,422,410,1019,2990,3192,510,226,3697,1297,10150,2056,2237,3933,3155,256,1549,4949,1801,3010,983,226,1600,616,2947,916,1548,1787,1418,10,622,561,3,0,1447,29,1767,2428,58,138,331,394,565,381,0,243,479,298,496,28,695,769,976,180,168,637,189,2,314,292,1864,432,141,1,987,75,3,107,9,10,81,21,85,179,279,247,342,24,65,172,123,0,0,138,72,55,1,91,79,87,63,0,172,0,63,22,0,138,618,0,7,6,170,10,46,135,79,84,132,0,0,20,0,0,0,13,0,0,0,0,2,0
284,2021-02-18,492078,156111,83541,243752,66698,119614,94887,1550,80587,27821,7299,66704,35,909,50857,15211,59264,178108,58334,33969,41582,15754,26191,10114,9,1000,82,5509,6221,21821,19798,21499,18739,48708,9913,115435,11673,2320,19659,6271,12598,13220,4833,4292,8329,14035,29,4512,3399,28,4082,12527,3246,607,8524,9786,749,5399,3138,4206,7684,282,3755,11353,6186,2756,1073,1885,2058,15444,558,2,5694,1521,6450,3190,3008,1956,430,414,1027,3007,3191,514,228,3717,1303,10201,2061,2249,3965,3156,256,1549,4962,1807,3018,991,254,1617,619,2950,926,1553,1803,1420,10,622,571,3,0,1447,29,1776,2430,58,138,331,394,568,384,0,243,523,301,498,29,695,781,984,183,168,640,189,2,314,292,1864,433,142,1,990,75,3,107,10,10,81,21,85,179,285,247,342,25,65,179,123,0,0,139,72,55,1,91,83,88,63,0,172,0,63,22,0,139,618,0,7,6,170,10,46,138,79,85,132,0,0,20,0,0,0,13,0,0,0,0,2,0
287,2021-02-19,494602,156212,84113,245083,67206,120147,95235,1553,81048,27903,7365,67101,35,909,51000,15261,59341,178965,58511,34152,41823,15821,26320,10152,9,1039,83,5526,6249,21859,19897,21577,18913,48859,9925,116299,11829,2328,19738,6350,12649,13232,4833,4306,8337,14145,29,4528,3406,28,4109,12563,3246,607,8540,9821,751,5407,3153,4257,7719,287,3762,11390,6220,2763,1093,1894,2061,15474,563,2,5711,1533,6454,3193,3026,1961,433,418,1034,3024,3194,518,229,3739,1308,10250,2088,2259,3975,3158,256,1549,4979,1813,3037,1002,254,1636,622,2954,932,1558,1813,1430,10,622,583,3,0,1452,29,1785,2430,58,138,331,399,568,391,0,245,523,301,498,30,695,787,997,185,168,644,189,2,314,292,1864,433,142,1,994,75,3,107,10,10,81,21,86,179,285,247,344,25,65,179,123,0,0,139,72,55,1,91,83,88,63,0,172,0,63,22,0,143,618,0,7,6,170,10,46,142,79,85,132,0,0,20,0,0,0,13,0,0,0,0,2,0
293,2021-02-20,496520,156302,84270,246114,67696,120593,95486,1557,81517,27983,7443,67101,35,909,51122,15323,59409,179797,58685,34316,42077,15897,26404,10182,9,1048,83,5526,6272,21887,19974,21631,19097,48940,9935,116833,12068,2334,19795,6424,12649,13245,4833,4321,8342,14252,29,4543,3425,28,4135,12601,3246,607,8548,9839,754,5420,3169,4297,7755,291,3769,11417,6249,2763,1108,1903,2061,15513,569,2,5727,1538,6457,3195,3045,1971,435,420,1039,3028,3196,528,230,3760,1312,10298,2088,2271,3992,3159,256,1549,4979,1817,3047,1016,254,1653,622,2958,939,1558,1831,1432,10,622,587,3,0,1452,29,1792,2430,60,139,333,402,572,391,0,247,523,303,498,31,700,795,1004,185,168,645,189,2,314,292,1864,434,143,1,996,75,3,107,10,10,81,21,86,179,285,247,347,28,65,194,123,0,0,139,72,55,1,91,85,89,63,0,172,0,63,22,0,144,618,0,7,6,170,11,46,143,79,85,133,0,0,21,0,0,0,13,0,0,0,0,2,0
296,2021-02-21,497732,156385,84429,246720,67841,120810,95718,1562,81926,28060,7493,67101,35,909,51198,15340,59483,180107,58834,34489,42171,15962,26470,10205,9,1054,83,5577,6297,21903,20042,21675,19214,49053,9946,117745,12088,2339,19847,6505,12649,13272,4833,4337,8349,14299,29,4554,3435,28,4136,12617,3311,607,8554,9854,756,5429,3181,4340,7793,296,3776,11441,6282,2763,1125,1912,2061,15536,574,2,5742,1542,6461,3198,3065,1976,445,423,1044,3038,3196,535,230,3780,1316,10353,2114,2279,3996,3164,256,1552,4979,1823,3063,1020,254,1666,622,2961,950,1572,1839,1436,10,622,595,3,0,1458,29,1799,2432,60,139,333,402,577,396,0,249,523,304,499,31,700,808,1013,186,168,645,189,2,314,297,1864,434,144,1,998,75,3,107,10,10,81,21,86,179,285,247,348,31,70,202,127,0,0,139,72,55,1,91,86,89,63,0,172,0,63,22,0,144,619,0,7,6,170,13,47,143,79,85,134,0,0,21,0,0,0,13,0,0,0,0,2,0
299,2021-02-22,498932,156463,84763,247431,67903,120988,95992,1573,82255,28138,7549,67636,35,909,51359,15372,59572,180536,58974,34691,42188,16023,26531,10239,9,1061,83,5596,6321,21923,20126,21724,19330,49150,9958,118228,12094,2344,19894,6577,12649,13295,4833,4351,8356,14347,29,4570,3447,28,4137,12658,3311,608,8559,9933,757,5449,3189,4387,7811,300,3784,11470,6306,2782,1140,1921,2061,15547,583,2,5756,1546,6466,3202,3080,1986,450,429,1049,3048,3197,540,230,3799,1320,10404,2116,2293,4024,3167,257,1555,5016,1827,3076,1031,300,1681,628,2964,957,1572,1862,1441,10,622,599,3,0,1458,29,1807,2433,60,139,333,406,582,399,0,252,523,305,499,31,700,814,1021,188,169,645,189,2,314,297,1871,435,144,1,1001,76,3,109,10,10,81,21,86,179,288,247,348,32,70,208,127,0,0,139,72,55,1,91,87,89,63,0,172,0,63,22,0,144,619,0,7,6,172,14,47,144,79,85,135,0,0,22,0,0,0,13,0,0,0,0,2,0
302,2021-02-23,501204,156567,85194,248790,68318,121536,96348,1576,82666,28213,7603,68079,35,909,51510,15466,59663,181809,59118,35014,42436,16086,26690,10271,9,1081,83,5634,6343,21956,20151,21763,19537,49413,9969,118925,12107,2344,20013,6671,12713,13311,4833,4366,8374,14450,29,4589,3457,28,4181,12708,3311,608,8574,9978,762,5462,3197,4446,7843,304,3792,11508,6315,2785,1145,1930,2065,15567,588,2,5772,1570,6470,3204,3101,1994,453,433,1057,3057,3197,553,231,3823,1325,10443,2125,2305,4040,3171,257,1557,5034,1837,3085,1040,300,1696,629,2967,969,1575,1874,1448,10,622,606,3,0,1460,29,1815,2435,60,139,333,411,582,405,0,253,523,306,500,31,700,832,1024,188,170,647,190,2,314,297,1876,437,144,1,1004,76,3,110,11,10,81,21,87,179,291,247,348,32,70,208,127,0,0,141,72,55,1,91,87,91,63,0,172,0,63,23,0,146,620,0,7,6,172,14,47,144,79,85,136,0,0,26,0,0,0,13,0,0,0,0,2,0
305,2021-02-24,504426,156705,85472,250236,68740,121978,96666,1581,83044,28285,7672,68468,35,909,51650,15529,59736,182815,59260,35254,42808,16136,26847,10307,9,1093,83,5660,6371,21988,20173,21808,19682,49523,9980,119575,12129,2346,20086,6775,12793,13324,4833,4383,8379,14552,29,4611,3463,28,4237,12772,3311,620,8592,10026,771,5477,3210,4508,7869,308,3802,11547,6327,2793,1164,1939,2684,15634,591,2,5789,1587,6475,3206,3119,1999,457,437,1062,3066,3197,557,231,3846,1331,10495,2151,2316,4076,3175,257,1558,5051,1839,3098,1051,300,1715,632,2970,976,1582,1885,1456,10,622,608,3,0,1460,29,1823,2436,60,139,334,413,584,406,0,254,523,308,501,32,700,840,1029,188,170,649,192,2,315,297,1876,439,145,1,1008,80,3,110,11,11,82,21,88,179,291,247,348,34,70,218,128,0,0,142,73,55,1,91,87,91,63,0,173,0,63,23,0,147,624,0,7,6,172,14,48,144,79,85,136,0,0,27,0,0,0,13,0,0,0,0,2,0
